246 -6 26.5 0
245.993 -5.96725 26.4773 1
248 -6 27.5 0
248 -5.9215 27.5 1
248 -6 26.5 0
248 -5.94831 26.5 1
248 -6 6.5 0
247.99 -6.01042 6.58333 1
6 -8 -15 0
6.01421 -8.02875 -14.7503 1
6 -8 -15.5 0
5.96334 -8.00551 -15.2591 1
8 -8 -16 0
7.95406 -8.00485 -15.761 1
10 -8 -14 0
9.97597 -7.92742 -13.8041 1
10 -8 -14.5 0
9.97411 -7.9363 -14.2278 1
10 -8 -16 0
9.99691 -8.04123 -15.9153 1
12 -8 -15 0
11.991 -7.91238 -14.5591 1
14 -8 -15 0
13.9845 -7.90613 -14.6561 1
16 -8 -14.5 0
16.0256 -7.90082 -14.1027 1
16 -8 -15 0
15.9942 -7.88403 -14.6278 1
18 -8 -14.5 0
17.9864 -7.93589 -14.0125 1
18 -8 -15 0
17.9883 -7.89065 -14.5258 1
20 -8 -15 0
19.9528 -7.8739 -14.6025 1
20 -8 -15.5 0
19.9735 -7.8909 -15.2984 1
22 -8 -13 0
21.9343 -7.87094 -12.9552 1
22 -8 -13.5 0
21.9676 -7.92235 -13.4133 1
22 -8 -14 0
21.973 -7.92055 -13.8407 1
22 -8 -15 0
21.9743 -7.94021 -14.781 1
24 -8 -14 0
24.007 -8.01716 -13.5833 1
26 -8 -13.5 0
26.0104 -8.06686 -13.1166 1
26 -8 -14 0
26.0369 -8.01504 -13.5243 1
26 -8 -15 0
26.0445 -7.94374 -14.5586 1
26 -8 -15.5 0
26.0109 -7.93068 -15.2789 1
28 -8 -15 0
28.0024 -7.94072 -14.5862 1
30 -8 -14 0
29.9722 -7.93068 -13.757 1
30 -8 -14.5 0
29.9652 -7.93903 -14.2086 1
30 -8 -15 0
29.9702 -7.95675 -14.7517 1
32 -8 -13 0
31.9714 -7.93389 -12.9401 1
32 -8 -13.5 0
31.9475 -7.91765 -13.3216 1
32 -8 -14 0
31.9505 -7.91701 -13.7138 1
32 -8 -14.5 0
31.9679 -7.92653 -14.1731 1
34 -8 19 0
34 -8 19 1
34 -8 0 0
34.0512 -8.04083 0.00821654 1
34 -8 -3.5 0
34.0817 -8 -3.5317 1
34 -8 -14.5 0
34.0167 -7.95752 -14.0787 1
36 -8 -2 0
35.959 -8.02491 -1.9525 1
36 -8 -14 0
36.0134 -7.95784 -13.5326 1
36 -8 -14.5 0
36.0187 -7.9597 -14.0385 1
38 -8 -14 0
38.0892 -8.03937 -13.5622 1
38 -8 -14.5 0
38.0959 -8.0091 -14.0032 1
40 -8 -14.5 0
40.0488 -8.03568 -14.0793 1
42 -8 -14.5 0
41.9559 -8.05537 -13.9518 1
44 -8 -14.5 0
43.98 -7.95046 -14.1672 1
44 -8 -15 0
43.9759 -7.9306 -14.6798 1
46 -8 8 0
46 -8 8 1
46 -8 -14.5 0
45.9762 -7.95939 -14.0736 1
48 -8 -14.5 0
47.9553 -7.97057 -14.1503 1
50 -8 12 0
50 -8 12 1
50 -8 -9.5 0
49.9925 -7.95528 -9.47018 1
50 -8 -14 0
49.9321 -7.93103 -13.5432 1
50 -8 -14.5 0
49.9006 -7.9326 -14.0868 1
52 -8 -13.5 0
51.9779 -7.9367 -13.2117 1
52 -8 -14 0
51.9725 -7.94656 -13.6772 1
54 -8 -7.5 0
53.9853 -7.98392 -7.49536 1
54 -8 -8.5 0
53.9852 -7.91881 -8.47531 1
54 -8 -13 0
54.0019 -7.97339 -13.0202 1
54 -8 -13.5 0
54.0184 -8.00721 -13.3749 1
54 -8 -14 0
54.0214 -7.99963 -13.8059 1
56 -8 -13.5 0
55.9948 -8.10253 -13.0925 1
56 -8 -14 0
56.005 -8.04409 -13.5486 1
56 -8 -14.5 0
56.009 -7.98902 -14.0891 1
58 -8 -13.5 0
57.9626 -8.01568 -13.2744 1
58 -8 -14.5 0
57.9953 -7.97089 -14.2703 1
60 -8 -3 0
59.9711 -7.93701 -2.90173 1
60 -8 -13 0
59.9873 -8.01223 -12.8036 1
60 -8 -13.5 0
60.0042 -7.9718 -13.1921 1
62 -8 -14.5 0
62.0371 -7.92968 -14.1516 1
64 -8 -14.5 0
64.0185 -7.96706 -14.1318 1
66 -8 9 0
65.9801 -7.99839 9.03377 1
66 -8 -14 0
65.9781 -7.98802 -13.6721 1
66 -8 -14.5 0
65.9839 -7.98511 -14.1844 1
68 -8 -14 0
67.9571 -7.99302 -13.5775 1
70 -8 -14 0
69.9483 -7.98577 -13.57 1
72 -8 -13.5 0
71.9628 -7.9951 -13.1157 1
74 -8 -13 0
73.9475 -7.99387 -12.8275 1
74 -8 -13.5 0
73.9894 -7.99721 -13.2921 1
76 -8 16.5 0
75.9976 -8.0024 16.5557 1
78 -8 16.5 0
78 -8 16.5226 1
78 -8 10.5 0
78.0031 -8.02361 10.6143 1
80 -8 10.5 0
79.9675 -8.07292 10.6995 1
82 -8 23 0
82.0093 -8.0093 23.0186 1
82 -8 10.5 0
81.9824 -8.06533 10.5996 1
84 -8 -14 0
84.0106 -7.98955 -13.6368 1
86 -8 -13.5 0
85.9979 -8.00441 -13.3252 1
86 -8 -14 0
86.0027 -7.98186 -13.7923 1
86 -8 -14.5 0
86.0042 -7.9649 -14.3241 1
88 -8 -14.5 0
87.9815 -7.95937 -14.1959 1
90 -8 29.5 0
90.0221 -7.97789 29.5 1
90 -8 28.5 0
90.0328 -7.9672 28.5 1
90 -8 23.5 0
90 -8 23.5 1
90 -8 11 0
90 -8 11 1
90 -8 -13 0
90.013 -8.03734 -12.781 1
90 -8 -13.5 0
90.0101 -8.03701 -13.1837 1
92 -8 -14 0
92.0319 -8.00691 -13.7644 1
92 -8 -14.5 0
92.0546 -8.00118 -14.2996 1
94 -8 -14 0
94.0108 -7.99066 -13.7768 1
96 -8 28.5 0
96.0007 -7.99929 28.5 1
96 -8 2.5 0
95.9896 -8 2.51419 1
96 -8 2 0
96.0405 -8 2 1
98 -8 -14.5 0
97.9951 -7.93256 -14.231 1
100 -8 4 0
100 -8 4 1
100 -8 -14 0
100.056 -7.94164 -13.5922 1
100 -8 -14.5 0
100.015 -7.90435 -14.0899 1
102 -8 -14.5 0
101.965 -7.94165 -14.0549 1
102 -8 -15 0
101.957 -7.89516 -14.6327 1
104 -8 -13.5 0
103.957 -8.03093 -13.08 1
104 -8 -14.5 0
103.919 -7.94847 -14.0055 1
104 -8 -15 0
103.92 -7.90483 -14.6325 1
106 -8 27 0
106.009 -8 27 1
106 -8 2.5 0
106 -8 2.5 1
106 -8 -13 0
105.944 -7.95108 -12.8868 1
106 -8 -13.5 0
105.946 -7.97348 -13.2625 1
106 -8 -14 0
105.972 -7.99436 -13.696 1
106 -8 -14.5 0
106.004 -8.01489 -14.2272 1
108 -8 11 0
108.001 -8.00355 11.0828 1
110 -8 18 0
109.981 -8 18.0192 1
110 -8 11 0
110 -8 11.0178 1
110 -8 -14 0
110.007 -7.94528 -13.6584 1
110 -8 -14.5 0
109.993 -7.978 -14.2122 1
112 -8 -14 0
111.955 -7.97525 -13.5197 1
112 -8 -14.5 0
111.917 -7.99435 -14.0772 1
114 -8 -13 0
113.833 -8.06684 -12.7918 1
114 -8 -13.5 0
113.898 -8.04481 -13.2551 1
114 -8 -14 0
113.952 -8.02649 -13.7509 1
114 -8 -14.5 0
114.011 -7.99837 -14.3067 1
116 -8 19.5 0
115.994 -8.00475 19.5184 1
118 -8 25.5 0
117.943 -8.04403 25.5703 1
120 -8 28 0
119.933 -8.02412 28.0999 1
120 -8 -14.5 0
119.992 -7.99773 -14.2911 1
122 -8 29 0
122.003 -7.98687 29.0158 1
124 -8 28 0
124.023 -8.02429 28.124 1
124 -8 -14.5 0
123.973 -7.9815 -14.0321 1
126 -8 17 0
126.005 -8 17.018 1
126 -8 -14 0
126.012 -8.02555 -13.5916 1
126 -8 -14.5 0
125.971 -8.00154 -14.0774 1
128 -8 9 0
128 -8 9 1
128 -8 -14 0
127.985 -8.05615 -13.5757 1
128 -8 -14.5 0
127.998 -8.02157 -14.0743 1
130 -8 -14 0
129.999 -8.00505 -13.5123 1
130 -8 -14.5 0
130.016 -7.96483 -14.0144 1
132 -8 24.5 0
131.987 -7.98233 24.4893 1
132 -8 11 0
132 -8 11 1
132 -8 -14 0
132.048 -7.90594 -13.6059 1
134 -8 24 0
134.013 -7.99425 24.0051 1
134 -8 21 0
134.058 -8.00714 21.0137 1
134 -8 -7.5 0
134.009 -8 -7.49427 1
134 -8 -15.5 0
134.071 -7.97204 -15.1913 1
136 -8 30 0
136 -7.95954 30 1
136 -8 29.5 0
136 -7.9488 29.5 1
136 -8 15.5 0
136 -8 15.5 1
136 -8 9 0
136 -8 9 1
136 -8 -10.5 0
135.965 -7.94973 -10.5033 1
136 -8 -15 0
135.951 -7.97912 -14.7357 1
136 -8 -15.5 0
135.963 -8.00832 -15.2891 1
138 -8 29.5 0
138 -7.98785 29.5 1
138 -8 -10 0
138.045 -7.97916 -9.99757 1
138 -8 -10.5 0
138.026 -7.96599 -10.4701 1
140 -8 28 0
140 -7.99703 28 1
140 -8 -14.5 0
140 -7.97294 -14.1707 1
142 -8 -14.5 0
141.945 -7.94341 -14.1394 1
144 -8 -14.5 0
144.031 -7.98422 -14.0719 1
146 -8 -14.5 0
146.049 -8.00602 -14.2099 1
148 -8 29 0
148.053 -8.04406 29.0552 1
148 -8 4.5 0
148 -7.97953 4.5 1
148 -8 -15 0
148.066 -7.98713 -14.8055 1
148 -8 -15.5 0
148.056 -7.97198 -15.3322 1
150 -8 26.5 0
149.952 -7.93846 26.4464 1
150 -8 1 0
149.984 -7.9445 0.990177 1
150 -8 -5 0
150 -8 -5 1
150 -8 -15.5 0
150.048 -7.96347 -15.1841 1
